id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1,Bitcoin,BTC,bitcoin,10484,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19501087.0,19501087.0,False,,1,,,,2023-10-01T16:13:00.000Z,27155.367855784632,6273930727.77525,6.9049,0.06659289,0.51705624,2.15854803,5.39695717,-7.27954018,-12.29471236,529559191072.65955,48.8093,570262724971.48,,2023-10-01T16:13:00.000Z,,,,,,2023-10-01 21:45:21.990552
1027,Ethereum,ETH,ethereum,7468,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120238637.31376177,120238637.31376177,True,,2,,,,2023-10-01T16:13:00.000Z,1683.811351353852,3162171242.648561,-1.2534,0.04539359,-0.01635135,5.84552383,3.31247038,-8.49119538,-14.11406385,202459182380.2309,18.6639,202459182380.23,,2023-10-01T16:13:00.000Z,,,,,,2023-10-01 21:45:21.990552
825,Tether USDt,USDT,tether,63009,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83255047972.35954,86425711834.22702,True,,3,,,,2023-10-01T16:13:00.000Z,1.0001482551508947,24456389954.259804,-19.4605,-0.00571423,-0.00403535,0.00033466,0.05627465,0.06880277,0.00153991,83267390962.05943,7.6747,86438524891.18,,2023-10-01T16:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-10-01 21:45:21.990552
1839,BNB,BNB,bnb,1652,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153846552.5439976,153846552.5439976,False,,4,,,,2023-10-01T16:13:00.000Z,215.68855393643025,285178077.7236741,14.7993,0.11283815,-0.2116734,2.38354485,1.09241624,-11.33943022,-13.04819483,33182940446.319874,3.0585,33182940446.32,,2023-10-01T16:13:00.000Z,,,,,,2023-10-01 21:45:21.990552
52,XRP,XRP,xrp,1103,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53312364216.0,99988397127.0,False,,5,,,,2023-10-01T16:13:00.000Z,0.518600011487676,469782764.714123,-43.7117,-0.03258234,0.2220591,1.83106128,3.61544497,-24.50247227,7.44102528,27647792694.852764,2.5487,51860001148.77,,2023-10-01T16:13:00.000Z,,,,,,2023-10-01 21:45:21.990552
3408,USDC,USDC,usd-coin,14274,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25130521229.905853,25130521229.905853,False,,6,,,,2023-10-01T16:13:00.000Z,1.0000895864153896,1410161191.4711363,-5.8643,-0.00228658,-0.00379318,-0.00364364,0.00937772,0.00718063,0.00051041,25132772583.21971,2.3165,25132772583.22,,2023-10-01T16:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-10-01 21:45:21.990552
5426,Solana,SOL,solana,534,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain']",,412986129.45441306,558809026.0541265,True,,7,,,,2023-10-01T16:13:00.000Z,22.97047074243433,484452246.52110857,68.3554,-0.63580543,5.90915955,17.56164084,18.68775022,-1.07633779,19.85107543,9486485803.663792,0.8745,12836106383.58,,2023-10-01T16:13:00.000Z,,,,,,2023-10-01 21:45:21.990552
2010,Cardano,ADA,cardano,941,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35135238443.109,36213906237.638,False,,8,,,,2023-10-01T16:13:00.000Z,0.2602530056392249,141236086.58446324,3.944,-0.0284732,2.86042508,6.0596115,1.89562319,-14.07990042,-11.46537162,9144051408.669958,0.8428,11711385253.77,,2023-10-01T16:13:00.000Z,,,,,,2023-10-01 21:45:21.990552
74,Dogecoin,DOGE,dogecoin,802,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141234666383.70523,141234666383.70523,True,,9,,,,2023-10-01T16:13:00.000Z,0.062490579685681016,149896964.907675,57.5756,0.0030878,0.49369947,1.59901785,-1.2592838,-16.98245197,-7.75915743,8825836174.031506,0.8136,8825836174.03,,2023-10-01T16:13:00.000Z,,,,,,2023-10-01 21:45:21.990552
1958,TRON,TRX,tron,844,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,89061481893.41988,89061547888.17761,True,,10,71659659264.0,6369760506.358538,,2023-10-01T16:13:00.000Z,0.08888907052839622,126521072.92472948,-7.3419,0.14501701,0.0853022,5.6125461,16.50803671,15.87535978,14.6651299,7916592345.387682,0.7298,7916598211.6,,2023-10-01T16:13:00.000Z,,,,,,2023-10-01 21:45:21.990552
1,Bitcoin,BTC,bitcoin,10484,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19501087.0,19501087.0,False,,1,,,,2023-10-01T16:13:00.000Z,27155.367855784632,6273930727.77525,6.9049,0.06659289,0.51705624,2.15854803,5.39695717,-7.27954018,-12.29471236,529559191072.65955,48.8093,570262724971.48,,2023-10-01T16:13:00.000Z,,,,,,2023-10-01 21:45:38.405058
1027,Ethereum,ETH,ethereum,7468,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120238637.31376177,120238637.31376177,True,,2,,,,2023-10-01T16:13:00.000Z,1683.811351353852,3162171242.648561,-1.2534,0.04539359,-0.01635135,5.84552383,3.31247038,-8.49119538,-14.11406385,202459182380.2309,18.6639,202459182380.23,,2023-10-01T16:13:00.000Z,,,,,,2023-10-01 21:45:38.405058
825,Tether USDt,USDT,tether,63009,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83255047972.35954,86425711834.22702,True,,3,,,,2023-10-01T16:13:00.000Z,1.0001482551508947,24456389954.259804,-19.4605,-0.00571423,-0.00403535,0.00033466,0.05627465,0.06880277,0.00153991,83267390962.05943,7.6747,86438524891.18,,2023-10-01T16:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-10-01 21:45:38.405058
1839,BNB,BNB,bnb,1652,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153846552.5439976,153846552.5439976,False,,4,,,,2023-10-01T16:13:00.000Z,215.68855393643025,285178077.7236741,14.7993,0.11283815,-0.2116734,2.38354485,1.09241624,-11.33943022,-13.04819483,33182940446.319874,3.0585,33182940446.32,,2023-10-01T16:13:00.000Z,,,,,,2023-10-01 21:45:38.405058
52,XRP,XRP,xrp,1103,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53312364216.0,99988397127.0,False,,5,,,,2023-10-01T16:13:00.000Z,0.518600011487676,469782764.714123,-43.7117,-0.03258234,0.2220591,1.83106128,3.61544497,-24.50247227,7.44102528,27647792694.852764,2.5487,51860001148.77,,2023-10-01T16:13:00.000Z,,,,,,2023-10-01 21:45:38.405058
3408,USDC,USDC,usd-coin,14274,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25130521229.905853,25130521229.905853,False,,6,,,,2023-10-01T16:13:00.000Z,1.0000895864153896,1410161191.4711363,-5.8643,-0.00228658,-0.00379318,-0.00364364,0.00937772,0.00718063,0.00051041,25132772583.21971,2.3165,25132772583.22,,2023-10-01T16:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-10-01 21:45:38.405058
5426,Solana,SOL,solana,534,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain']",,412986129.45441306,558809026.0541265,True,,7,,,,2023-10-01T16:13:00.000Z,22.97047074243433,484452246.52110857,68.3554,-0.63580543,5.90915955,17.56164084,18.68775022,-1.07633779,19.85107543,9486485803.663792,0.8745,12836106383.58,,2023-10-01T16:13:00.000Z,,,,,,2023-10-01 21:45:38.405058
2010,Cardano,ADA,cardano,941,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35135238443.109,36213906237.638,False,,8,,,,2023-10-01T16:13:00.000Z,0.2602530056392249,141236086.58446324,3.944,-0.0284732,2.86042508,6.0596115,1.89562319,-14.07990042,-11.46537162,9144051408.669958,0.8428,11711385253.77,,2023-10-01T16:13:00.000Z,,,,,,2023-10-01 21:45:38.405058
74,Dogecoin,DOGE,dogecoin,802,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141234666383.70523,141234666383.70523,True,,9,,,,2023-10-01T16:13:00.000Z,0.062490579685681016,149896964.907675,57.5756,0.0030878,0.49369947,1.59901785,-1.2592838,-16.98245197,-7.75915743,8825836174.031506,0.8136,8825836174.03,,2023-10-01T16:13:00.000Z,,,,,,2023-10-01 21:45:38.405058
1958,TRON,TRX,tron,844,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,89061481893.41988,89061547888.17761,True,,10,71659659264.0,6369760506.358538,,2023-10-01T16:13:00.000Z,0.08888907052839622,126521072.92472948,-7.3419,0.14501701,0.0853022,5.6125461,16.50803671,15.87535978,14.6651299,7916592345.387682,0.7298,7916598211.6,,2023-10-01T16:13:00.000Z,,,,,,2023-10-01 21:45:38.405058
1,Bitcoin,BTC,bitcoin,10484,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19501087.0,19501087.0,False,,1,,,,2023-10-01T17:32:00.000Z,27129.614634452253,6221305696.03929,7.5738,-0.03078211,0.44825282,2.05061123,6.61884097,-6.97332,-12.50318369,529056975262.9266,48.8342,569721907323.5,,2023-10-01T17:32:00.000Z,,,,,,2023-10-01 23:04:39.855298
1027,Ethereum,ETH,ethereum,7468,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120238637.31376177,120238637.31376177,True,,2,,,,2023-10-01T17:32:00.000Z,1679.3613609435772,3051238119.1024985,-6.2751,-0.21627406,0.08668937,5.52555336,4.55605762,-8.33926355,-14.57165753,201924121597.24014,18.6402,201924121597.24,,2023-10-01T17:32:00.000Z,,,,,,2023-10-01 23:04:39.855298
825,Tether USDt,USDT,tether,63011,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83255047972.35954,86425711834.22702,True,,3,,,,2023-10-01T17:32:00.000Z,1.0001917359962327,24647772651.16763,-17.581,-0.0016744,-0.00260374,0.00518292,0.02464126,0.0687891,-0.02456018,83271010961.92392,7.6863,86442282754.19,,2023-10-01T17:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-10-01 23:04:39.855298
1839,BNB,BNB,bnb,1652,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153846552.5439976,153846552.5439976,False,,4,,,,2023-10-01T17:32:00.000Z,214.94672498580442,285119023.44767654,14.5084,-0.34204849,-0.46769172,2.0199976,1.40788118,-10.50895612,-13.28068884,33068812619.68876,3.0524,33068812619.69,,2023-10-01T17:32:00.000Z,,,,,,2023-10-01 23:04:39.855298
52,XRP,XRP,xrp,1103,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53312364216.0,99988397127.0,False,,5,,,,2023-10-01T17:32:00.000Z,0.5173643425770754,472047884.8421342,-38.8595,-0.16092056,-0.03005325,1.65895381,5.04459541,-24.4169187,6.04904244,27581916263.840443,2.5462,51736434257.71,,2023-10-01T17:32:00.000Z,,,,,,2023-10-01 23:04:39.855298
3408,USDC,USDC,usd-coin,14274,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25130521229.905853,25130521229.905853,False,,6,,,,2023-10-01T17:32:00.000Z,1.0000789303155118,1370732857.733974,-7.4613,-0.00848213,-0.00617859,-0.01262415,-0.0420209,-0.00343359,-0.01551909,25132504789.875504,2.3198,25132504789.88,,2023-10-01T17:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-10-01 23:04:39.855298
5426,Solana,SOL,solana,534,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain']",,412986129.45441306,558809026.0541265,True,,7,,,,2023-10-01T17:32:00.000Z,22.635625854702013,497714056.1624596,65.0487,-1.07331067,4.82820886,16.1359111,18.46936909,-2.1043115,17.87344011,9348199509.511625,0.8628,12648992037.99,,2023-10-01T17:32:00.000Z,,,,,,2023-10-01 23:04:39.855298
2010,Cardano,ADA,cardano,941,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35135238443.109,36213906237.638,False,,8,,,,2023-10-01T17:32:00.000Z,0.259407227648669,140643994.28230667,7.7559,-0.19581683,2.21064087,5.76206381,2.63561713,-13.95799405,-12.17544778,9114334797.301844,0.8413,11673325244.19,,2023-10-01T17:32:00.000Z,,,,,,2023-10-01 23:04:39.855298
74,Dogecoin,DOGE,dogecoin,802,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141234666383.70523,141234666383.70523,True,,9,,,,2023-10-01T17:32:00.000Z,0.062311049508101166,137459277.2484617,25.3077,-0.24825635,0.13595273,1.22955688,-0.49762323,-16.56494776,-8.75436611,8800480289.295208,0.8124,8800480289.3,,2023-10-01T17:32:00.000Z,,,,,,2023-10-01 23:04:39.855298
1958,TRON,TRX,tron,844,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,89061481893.41988,89061547888.17761,True,,10,71659659264.0,6370599096.3950405,,2023-10-01T17:32:00.000Z,0.08890077292895346,125101740.5412803,-6.0949,-0.00311697,0.01233265,5.46233831,17.06022716,16.10824221,14.43095607,7917634578.523021,0.7308,7917640445.51,,2023-10-01T17:32:00.000Z,,,,,,2023-10-01 23:04:39.855298
1,Bitcoin,BTC,bitcoin,10484,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19501087.0,19501087.0,False,,1,,,,2023-10-01T17:37:00.000Z,27119.849645949264,6227485826.401754,7.8333,-0.03346309,0.37828977,2.02848695,6.61923968,-7.05043861,-12.59497643,528866547372.5758,48.8136,569516842564.93,,2023-10-01T17:37:00.000Z,,,,,,2023-10-01 23:09:23.251461
1027,Ethereum,ETH,ethereum,7468,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120238637.31376177,120238637.31376177,True,,2,,,,2023-10-01T17:37:00.000Z,1678.4686042127141,3059539984.5615544,-5.9566,-0.25161065,-0.02541528,5.48716736,4.56373711,-8.5013167,-14.62375227,201816777744.46848,18.6275,201816777744.47,,2023-10-01T17:37:00.000Z,,,,,,2023-10-01 23:09:23.251461
825,Tether USDt,USDT,tether,63014,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83255047972.35954,86425711834.22702,True,,3,,,,2023-10-01T17:37:00.000Z,1.0003020813910075,24640888180.45346,-17.6799,0.01445759,0.01531878,0.02273294,0.0692223,0.0910721,0.02663151,83280197773.05943,7.6866,86451819433.48,,2023-10-01T17:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-10-01 23:09:23.251461
1839,BNB,BNB,bnb,1652,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153846552.5439976,153846552.5439976,False,,4,,,,2023-10-01T17:37:00.000Z,214.7519362217164,286027549.6382733,15.0683,-0.43645063,-0.49879036,1.95301703,1.32208751,-10.59847349,-13.41019509,33038845039.85951,3.0494,33038845039.86,,2023-10-01T17:37:00.000Z,,,,,,2023-10-01 23:09:23.251461
52,XRP,XRP,xrp,1103,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53312364216.0,99988397127.0,False,,5,,,,2023-10-01T17:37:00.000Z,0.5170058957950043,472231386.7928874,-37.9341,-0.24336383,-0.10061301,1.6292307,4.7119825,-24.5015059,5.85171547,27562806618.442616,2.544,51700589579.5,,2023-10-01T17:37:00.000Z,,,,,,2023-10-01 23:09:23.251461
3408,USDC,USDC,usd-coin,14274,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25130521229.905853,25130521229.905853,False,,6,,,,2023-10-01T17:37:00.000Z,1.0001914169635528,1371640370.1366463,-7.2937,0.01036007,0.0038557,0.00968655,0.01035124,0.0191524,0.00523135,25135331637.972183,2.32,25135331637.97,,2023-10-01T17:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-10-01 23:09:23.251461
